,id,paragraph
23,r221205a,(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:8)(cid:9)(cid:10)(cid:7)(cid:11)(cid:4)(cid:12)(cid:13)(cid:8)(cid:14)(cid:7)(cid:4)(cid:12)(cid:4)(cid:15)(cid:8)(cid:6)(cid:7)(cid:8)(cid:14)(cid:16)(cid:9)(cid:9)(cid:4)(cid:15)(cid:8)(cid:14)(cid:17)(cid:7)(cid:18)(cid:19)(cid:14)(cid:20)(cid:8)(cid:8)(cid:21)(cid:14)(cid:8)(cid:22)(cid:17)(cid:0)(cid:4)(cid:0)(cid:9)(cid:8)(cid:23)(cid:5)(cid:2)(cid:12)(cid:8)(cid:17)(cid:5)(cid:14)(cid:8)(cid:14)(cid:17)(cid:7)(cid:24)(cid:2)(cid:25)(cid:8)(cid:2)(cid:7)(cid:2)(cid:26)(cid:12)(cid:2)(cid:12)(cid:10)(cid:27)(cid:15)(cid:8)(cid:18)(cid:7)(cid:13)(cid:9)(cid:7)(cid:2)(cid:12)(cid:2)(cid:6)(cid:14)(cid:8)(cid:7)(cid:3) (cid:28)(cid:7)(cid:13)(cid:12)(cid:14)(cid:6)(cid:0)(cid:18)(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:25)(cid:8)(cid:5)(cid:18)(cid:18)(cid:7)(cid:16)(cid:2)(cid:6)(cid:0)(cid:2)(cid:27)(cid:8)(cid:3)(cid:7)(cid:10)(cid:8)(cid:7)(cid:29)(cid:12)(cid:10)(cid:8)(cid:7)(cid:2)(cid:12)(cid:26)(cid:6)(cid:17)(cid:0)(cid:10)(cid:28)(cid:8)(cid:7)(cid:3)(cid:8)(cid:14)(cid:9)(cid:12)(cid:2)(cid:28)(cid:0)(cid:2)(cid:27)(cid:25)(cid:8)(cid:5)(cid:10)(cid:12)(cid:8)(cid:5)(cid:4)(cid:14)(cid:7)(cid:8)(cid:29)(cid:12)(cid:10)(cid:15)(cid:8)(cid:17)(cid:0)(cid:27)(cid:17)(cid:8)(cid:11)(cid:15)(cid:8)(cid:17)(cid:0)(cid:14)(cid:6)(cid:7)(cid:10)(cid:0)(cid:18)(cid:5)(cid:4) (cid:14)(cid:6)(cid:5)(cid:2)(cid:28)(cid:5)(cid:10)(cid:28)(cid:14)(cid:25)(cid:8)(cid:28)(cid:10)(cid:0)(cid:29)(cid:12)(cid:2)(cid:8)(cid:11)(cid:15)(cid:8)(cid:14)(cid:6)(cid:10)(cid:7)(cid:2)(cid:27)(cid:8)(cid:9)(cid:7)(cid:14)(cid:6)(cid:26)(cid:9)(cid:5)(cid:2)(cid:28)(cid:12)(cid:13)(cid:0)(cid:18)(cid:8)(cid:28)(cid:12)(cid:13)(cid:5)(cid:2)(cid:28)(cid:8)(cid:13)(cid:12)(cid:12)(cid:6)(cid:0)(cid:2)(cid:27)(cid:8)(cid:14)(cid:6)(cid:0)(cid:4)(cid:4)(cid:26)(cid:18)(cid:7)(cid:2)(cid:14)(cid:6)(cid:10)(cid:5)(cid:0)(cid:2)(cid:12)(cid:28)(cid:8)(cid:14)(cid:16)(cid:9)(cid:9)(cid:4)(cid:15)(cid:20)(cid:8)
24,r221205a,(cid:8)
25,r221205a,"(cid:30)(cid:31) !""(cid:8)#$(cid:8)(cid:30)%&’%()(""*(cid:8)%+(cid:8),(+- "",%((cid:8).’)!(cid:8)/)(""0(cid:8)1/""%2)!(cid:8)#3##4"
26,r221205a,"5%6!/)$(cid:8)76!%*"" ""(cid:8).89(cid:30):(cid:8)+%!(cid:8))6!%(cid:8) !) (cid:8) (;(cid:8)9!)- (;40(cid:8)1<=(cid:8).>?(cid:8)(cid:30):94(cid:8) (;(cid:8)@A5(cid:8).>5(cid:8)(cid:30):9B>4"
27,r221205a,(cid:8)
28,r221205a,(cid:8)
29,r221205a,C(cid:0)(cid:29)(cid:12)(cid:2)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:29)(cid:7)(cid:4)(cid:5)(cid:6)(cid:0)(cid:4)(cid:0)(cid:6)(cid:15)(cid:8)(cid:0)(cid:2)(cid:8)(cid:17)(cid:12)(cid:5)(cid:28)(cid:4)(cid:0)(cid:2)(cid:12)(cid:8)(cid:13)(cid:12)(cid:5)(cid:14)(cid:16)(cid:10)(cid:12)(cid:14)(cid:8)(cid:7)(cid:3)(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:25)(cid:8)(cid:24)(cid:12)(cid:8)(cid:5)(cid:4)(cid:14)(cid:7)(cid:8)(cid:9)(cid:5)(cid:15)(cid:8)(cid:18)(cid:4)(cid:7)(cid:14)(cid:12)(cid:8)(cid:5)(cid:6)(cid:6)(cid:12)(cid:2)(cid:6)(cid:0)(cid:7)(cid:2)(cid:8)(cid:6)(cid:7)(cid:8)DEFGHIJKEL (cid:13)(cid:12)(cid:5)(cid:14)(cid:16)(cid:10)(cid:12)(cid:14)(cid:8)(cid:7)(cid:3)(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:20)(cid:8)(cid:8)M(cid:7)(cid:10)(cid:12)(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:25)(cid:8)(cid:24)(cid:17)(cid:0)(cid:18)(cid:17)(cid:8)(cid:14)(cid:6)(cid:10)(cid:0)(cid:9)(cid:14)(cid:8)(cid:7)(cid:16)(cid:6)(cid:8)(cid:12)(cid:2)(cid:12)(cid:10)(cid:27)(cid:15)(cid:8)(cid:5)(cid:2)(cid:28)(cid:8)(cid:3)(cid:7)(cid:7)(cid:28)(cid:8)(cid:9)(cid:10)(cid:0)(cid:18)(cid:12)(cid:14)(cid:25)(cid:8)(cid:0)(cid:14)(cid:8)(cid:5)(cid:6)(cid:8)(cid:10)(cid:12)(cid:18)(cid:7)(cid:10)(cid:28)(cid:8)(cid:17)(cid:0)(cid:27)(cid:17)(cid:8)(cid:0)(cid:2) (cid:6)(cid:17)(cid:12)(cid:8)(cid:12)(cid:16)(cid:10)(cid:7)(cid:8)(cid:5)(cid:10)(cid:12)(cid:5)(cid:8)(cid:5)(cid:6)(cid:8)NO(cid:20)(cid:8)(cid:8)P(cid:29)(cid:12)(cid:10)(cid:8)QRO(cid:8)(cid:7)(cid:3)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:0)(cid:6)(cid:12)(cid:13)(cid:14)(cid:8)(cid:0)(cid:2)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:14)(cid:9)(cid:12)(cid:2)(cid:28)(cid:0)(cid:2)(cid:27)(cid:8)(cid:11)(cid:5)(cid:14)(cid:19)(cid:12)(cid:6)(cid:8)(cid:16)(cid:14)(cid:0)(cid:2)(cid:27)(cid:8)(cid:6)(cid:7)(cid:8)(cid:18)(cid:7)(cid:2)(cid:14)(cid:6)(cid:10)(cid:16)(cid:18)(cid:6)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:9)(cid:10)(cid:0)(cid:18)(cid:12) (cid:0)(cid:2)(cid:28)(cid:12)S(cid:8)(cid:5)(cid:10)(cid:12)(cid:8)(cid:2)(cid:7)(cid:24)(cid:8)(cid:14)(cid:17)(cid:7)(cid:24)(cid:0)(cid:2)(cid:27)(cid:8)(cid:9)(cid:10)(cid:0)(cid:18)(cid:12)(cid:8)(cid:0)(cid:2)(cid:18)(cid:10)(cid:12)(cid:5)(cid:14)(cid:12)(cid:14)(cid:8)(cid:0)(cid:2)(cid:8)(cid:12)S(cid:18)(cid:12)(cid:14)(cid:14)(cid:8)(cid:7)(cid:3)(cid:8)TO(cid:25)(cid:8)(cid:16)(cid:9)(cid:8)(cid:3)(cid:10)(cid:7)(cid:13)(cid:8)U(cid:16)(cid:14)(cid:6)(cid:8)TRO(cid:8)(cid:7)(cid:3)(cid:8)(cid:0)(cid:6)(cid:12)(cid:13)(cid:14)(cid:8)(cid:11)(cid:12)(cid:3)(cid:7)(cid:10)(cid:12)(cid:8)(cid:6)(cid:17)(cid:12) (cid:9)(cid:5)(cid:2)(cid:28)(cid:12)(cid:13)(cid:0)(cid:18)(cid:25)(cid:8)(cid:5)(cid:2)(cid:28)(cid:8)NRO(cid:8)(cid:5)(cid:8)(cid:15)(cid:12)(cid:5)(cid:10)(cid:8)(cid:5)(cid:27)(cid:7)(cid:20)(cid:8)(cid:8)(cid:21)(cid:14)(cid:8)(cid:9)(cid:10)(cid:0)(cid:18)(cid:12)(cid:8)(cid:9)(cid:10)(cid:12)(cid:14)(cid:14)(cid:16)(cid:10)(cid:12)(cid:14)(cid:8)(cid:11)(cid:10)(cid:7)(cid:5)(cid:28)(cid:12)(cid:2)(cid:8)(cid:5)(cid:18)(cid:10)(cid:7)(cid:14)(cid:14)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:11)(cid:5)(cid:14)(cid:19)(cid:12)(cid:6)(cid:25)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:10)(cid:0)(cid:14)(cid:19)(cid:14)(cid:8)(cid:7)(cid:3) (cid:9)(cid:12)(cid:10)(cid:14)(cid:0)(cid:14)(cid:6)(cid:12)(cid:2)(cid:6)(cid:4)(cid:15)(cid:8)(cid:17)(cid:0)(cid:27)(cid:17)(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:8)(cid:11)(cid:12)(cid:18)(cid:7)(cid:13)(cid:0)(cid:2)(cid:27)(cid:8)(cid:12)(cid:13)(cid:11)(cid:12)(cid:28)(cid:28)(cid:12)(cid:28)(cid:8)(cid:10)(cid:0)(cid:14)(cid:12)(cid:14)(cid:25)(cid:8)(cid:5)(cid:2)(cid:28)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:18)(cid:5)(cid:14)(cid:12)(cid:8)(cid:3)(cid:7)(cid:10)(cid:8)(cid:6)(cid:0)(cid:27)(cid:17)(cid:6)(cid:12)(cid:10)(cid:8)(cid:13)(cid:7)(cid:2)(cid:12)(cid:6)(cid:5)(cid:10)(cid:15)(cid:8)(cid:9)(cid:7)(cid:4)(cid:0)(cid:18)(cid:15) (cid:11)(cid:12)(cid:18)(cid:7)(cid:13)(cid:12)(cid:14)(cid:8)(cid:14)(cid:6)(cid:10)(cid:7)(cid:2)(cid:27)(cid:12)(cid:10)(cid:20)
30,r221205a,V(cid:0)(cid:27)(cid:17)(cid:8)WDHHGEX(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:8)(cid:10)(cid:5)(cid:6)(cid:12)(cid:14)(cid:8)(cid:18)(cid:7)(cid:16)(cid:4)(cid:28)(cid:8)(cid:27)(cid:0)(cid:29)(cid:12)(cid:8)(cid:10)(cid:0)(cid:14)(cid:12)(cid:8)(cid:6)(cid:7)(cid:8)(cid:13)(cid:7)(cid:10)(cid:12)(cid:8)(cid:9)(cid:12)(cid:10)(cid:14)(cid:0)(cid:14)(cid:6)(cid:12)(cid:2)(cid:6)(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:8)(cid:0)(cid:3)(cid:8)(cid:6)(cid:17)(cid:12)(cid:15)(cid:8)(cid:4)(cid:12)(cid:5)(cid:28)(cid:8)(cid:6)(cid:7)(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2) (cid:12)S(cid:9)(cid:12)(cid:18)(cid:6)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:14)(cid:8)(cid:10)(cid:0)(cid:14)(cid:0)(cid:2)(cid:27)(cid:8)(cid:14)(cid:0)(cid:27)(cid:2)(cid:0)(cid:3)(cid:0)(cid:18)(cid:5)(cid:2)(cid:6)(cid:4)(cid:15)(cid:8)(cid:5)(cid:11)(cid:7)(cid:29)(cid:12)(cid:8)(cid:7)(cid:16)(cid:10)(cid:8)TO(cid:8)(cid:6)(cid:5)(cid:10)(cid:27)(cid:12)(cid:6)(cid:20)(cid:8)(cid:8)Y(cid:17)(cid:5)(cid:6)(cid:8)(cid:5)(cid:10)(cid:12)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:9)(cid:7)(cid:6)(cid:12)(cid:2)(cid:6)(cid:0)(cid:5)(cid:4)(cid:8)(cid:18)(cid:17)(cid:5)(cid:2)(cid:2)(cid:12)(cid:4)(cid:14)(cid:8)(cid:7)(cid:3)(cid:8)(cid:14)(cid:16)(cid:18)(cid:17) (cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:8)(cid:9)(cid:12)(cid:10)(cid:14)(cid:0)(cid:14)(cid:6)(cid:12)(cid:2)(cid:18)(cid:12)(cid:8)(cid:29)(cid:0)(cid:5)(cid:8)(cid:12)S(cid:9)(cid:12)(cid:18)(cid:6)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:14)Z(cid:8)(cid:8)P(cid:2)(cid:12)(cid:8)(cid:0)(cid:14)(cid:8)(cid:29)(cid:0)(cid:5)(cid:8)(cid:3)(cid:0)(cid:10)(cid:13)(cid:14)[(cid:8)(cid:7)(cid:24)(cid:2)(cid:8)(cid:9)(cid:10)(cid:0)(cid:18)(cid:12)(cid:26)(cid:14)(cid:12)(cid:6)(cid:6)(cid:0)(cid:2)(cid:27)(cid:8)(cid:11)(cid:12)(cid:17)(cid:5)(cid:29)(cid:0)(cid:7)(cid:16)(cid:10)(cid:25)(cid:8)(cid:24)(cid:17)(cid:0)(cid:18)(cid:17)(cid:25)(cid:8)(cid:0)(cid:2)(cid:8)(cid:5) (cid:11)(cid:0)(cid:28)(cid:8)(cid:6)(cid:7)(cid:8)(cid:9)(cid:10)(cid:12)(cid:14)(cid:12)(cid:10)(cid:29)(cid:12)(cid:8)(cid:13)(cid:5)(cid:10)(cid:27)(cid:0)(cid:2)(cid:14)(cid:8)(cid:5)(cid:2)(cid:28)(cid:8)(cid:0)(cid:2)(cid:8)\EXKWK]\XK^E(cid:8)(cid:7)(cid:3)(cid:8)(cid:17)(cid:0)(cid:27)(cid:17)(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:8)(cid:0)(cid:2)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:3)(cid:16)(cid:6)(cid:16)(cid:10)(cid:12)(cid:25)(cid:8)(cid:14)(cid:12)(cid:6)(cid:8)(cid:9)(cid:10)(cid:0)(cid:18)(cid:12)(cid:14)(cid:8)(cid:5)(cid:18)(cid:18)(cid:7)(cid:10)(cid:28)(cid:0)(cid:2)(cid:27)(cid:4)(cid:15)(cid:20) (cid:21)(cid:2)(cid:7)(cid:6)(cid:17)(cid:12)(cid:10)(cid:8)(cid:18)(cid:7)(cid:14)(cid:6)(cid:26)(cid:9)(cid:16)(cid:14)(cid:17)(cid:8)(cid:18)(cid:17)(cid:5)(cid:2)(cid:2)(cid:12)(cid:4)(cid:8)(cid:0)(cid:14)(cid:8)(cid:6)(cid:17)(cid:10)(cid:7)(cid:16)(cid:27)(cid:17)(cid:8)(cid:24)(cid:5)(cid:27)(cid:12)(cid:14)(cid:20)(cid:8)(cid:8)_(cid:3)(cid:8)(cid:17)(cid:0)(cid:27)(cid:17)(cid:12)(cid:10)(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:8)(cid:0)(cid:14)(cid:8)(cid:12)S(cid:9)(cid:12)(cid:18)(cid:6)(cid:12)(cid:28)(cid:8)(cid:6)(cid:7)(cid:8)(cid:9)(cid:12)(cid:10)(cid:14)(cid:0)(cid:14)(cid:6)(cid:25)(cid:8)(cid:6)(cid:17)(cid:12)(cid:2)(cid:8)(cid:24)(cid:7)(cid:10)(cid:19)(cid:12)(cid:10)(cid:14) (cid:24)(cid:0)(cid:4)(cid:4)(cid:8)(cid:16)(cid:2)(cid:28)(cid:12)(cid:10)(cid:14)(cid:6)(cid:5)(cid:2)(cid:28)(cid:5)(cid:11)(cid:4)(cid:15)(cid:8)(cid:4)(cid:7)(cid:7)(cid:19)(cid:8)(cid:3)(cid:7)(cid:10)(cid:8)(cid:17)(cid:0)(cid:27)(cid:17)(cid:12)(cid:10)(cid:8)(cid:24)(cid:5)(cid:27)(cid:12)(cid:14)(cid:8)(cid:6)(cid:7)(cid:8)(cid:9)(cid:10)(cid:12)(cid:14)(cid:12)(cid:10)(cid:29)(cid:12)(cid:8)(cid:9)(cid:16)(cid:10)(cid:18)(cid:17)(cid:5)(cid:14)(cid:0)(cid:2)(cid:27)(cid:8)(cid:9)(cid:7)(cid:24)(cid:12)(cid:10)(cid:25)(cid:8)(cid:5)(cid:2)(cid:28)(cid:8)(cid:12)(cid:13)(cid:9)(cid:4)(cid:7)(cid:15)(cid:12)(cid:10)(cid:14)(cid:8)(cid:13)(cid:5)(cid:15)(cid:8)(cid:0)(cid:2) (cid:6)(cid:16)(cid:10)(cid:2)(cid:8)(cid:10)(cid:5)(cid:0)(cid:14)(cid:12)(cid:8)(cid:6)(cid:17)(cid:12)(cid:0)(cid:10)(cid:8)(cid:7)(cid:24)(cid:2)(cid:8)(cid:9)(cid:10)(cid:0)(cid:18)(cid:12)(cid:14)(cid:20)
31,r221205a,_(cid:2)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:14)(cid:12)(cid:18)(cid:7)(cid:2)(cid:28)(cid:8)‘(cid:16)(cid:5)(cid:10)(cid:6)(cid:12)(cid:10)(cid:8)(cid:7)(cid:3)(cid:8)(cid:6)(cid:17)(cid:0)(cid:14)(cid:8)(cid:15)(cid:12)(cid:5)(cid:10)(cid:25)(cid:8)(cid:2)(cid:7)(cid:13)(cid:0)(cid:2)(cid:5)(cid:4)(cid:8)(cid:24)(cid:5)(cid:27)(cid:12)(cid:8)(cid:27)(cid:10)(cid:7)(cid:24)(cid:6)(cid:17)(cid:8)(cid:0)(cid:2)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:12)(cid:16)(cid:10)(cid:7)(cid:8)(cid:5)(cid:10)(cid:12)(cid:5)(cid:8)(cid:5)(cid:2)(cid:28)(cid:8)_(cid:10)(cid:12)(cid:4)(cid:5)(cid:2)(cid:28)(cid:8)(cid:24)(cid:5)(cid:14)(cid:8)(cid:5)(cid:10)(cid:7)(cid:16)(cid:2)(cid:28)
32,r221205a,aO(cid:25)(cid:8)(cid:17)(cid:0)(cid:27)(cid:17)(cid:12)(cid:10)(cid:8)(cid:6)(cid:17)(cid:5)(cid:2)(cid:8)(cid:9)(cid:10)(cid:12)(cid:26)(cid:9)(cid:5)(cid:2)(cid:28)(cid:12)(cid:13)(cid:0)(cid:18)(cid:8)(cid:27)(cid:10)(cid:7)(cid:24)(cid:6)(cid:17)(cid:8)(cid:10)(cid:5)(cid:6)(cid:12)(cid:14)(cid:25)(cid:8)(cid:24)(cid:17)(cid:0)(cid:18)(cid:17)(cid:8)(cid:24)(cid:12)(cid:10)(cid:12)(cid:8)(cid:18)(cid:4)(cid:7)(cid:14)(cid:12)(cid:10)(cid:8)(cid:6)(cid:7)(cid:8)TO(cid:8)(cid:0)(cid:2)(cid:8)TRbQcbd(cid:20)(cid:8)V(cid:7)(cid:24)(cid:12)(cid:29)(cid:12)(cid:10)(cid:25)(cid:8)(cid:0)(cid:6)
33,r221205a,(cid:10)(cid:12)(cid:13)(cid:5)(cid:0)(cid:2)(cid:14)(cid:8)(cid:3)(cid:5)(cid:10)(cid:8)(cid:11)(cid:12)(cid:4)(cid:7)(cid:24)(cid:8)(cid:6)(cid:17)(cid:12)(cid:8)(cid:10)(cid:5)(cid:6)(cid:12)(cid:8)(cid:7)(cid:3)(cid:8)(cid:0)(cid:2)(cid:3)(cid:4)(cid:5)(cid:6)(cid:0)(cid:7)(cid:2)(cid:20)(cid:8)(cid:8)
34,r221205a,"(cid:0)(cid:2)(cid:3)(cid:4)(cid:2)(cid:5)(cid:6)(cid:7)(cid:8)(cid:5)(cid:8)(cid:9)(cid:10)(cid:3)(cid:2)(cid:11)(cid:11)(cid:12)(cid:4)(cid:12)(cid:13)(cid:7)(cid:3)(cid:14)(cid:13)(cid:10)(cid:13)(cid:3)(cid:15)(cid:8)(cid:3)(cid:13)(cid:7)(cid:16)(cid:2)(cid:3)(cid:13)(cid:9)(cid:13)(cid:7)(cid:17)(cid:16)(cid:8)(cid:3)(cid:13)(cid:3)(cid:5)(cid:2)(cid:18)(cid:8)(cid:3)(cid:10)(cid:12)(cid:5)(cid:8)(cid:7)(cid:17)(cid:19)(cid:3)(cid:11)(cid:2)(cid:18)(cid:15)(cid:13)(cid:18)(cid:14)(cid:20)(cid:7)(cid:2)(cid:2)(cid:21)(cid:12)(cid:9)(cid:22)(cid:3)(cid:12)(cid:9)(cid:14)(cid:12)(cid:4)(cid:13)(cid:10)(cid:2)(cid:18)(cid:3)(cid:2)(cid:11)(cid:3)(cid:15)(cid:13)(cid:22)(cid:8) (cid:22)(cid:18)(cid:2)(cid:15)(cid:10)(cid:23)(cid:3)(cid:24)(cid:13)(cid:16)(cid:8)(cid:14)(cid:3)(cid:2)(cid:9)(cid:3)(cid:15)(cid:13)(cid:22)(cid:8)(cid:16)(cid:3)(cid:6)(cid:2)(cid:16)(cid:10)(cid:8)(cid:14)(cid:3)(cid:12)(cid:9)(cid:3)(cid:25)(cid:2)(cid:24)(cid:3)(cid:13)(cid:14)(cid:16)(cid:3)(cid:26)(cid:27)(cid:23)(cid:13)(cid:18)(cid:10)(cid:3)(cid:28)(cid:29)(cid:30)(cid:3)(cid:3)(cid:0)(cid:23)(cid:12)(cid:16)(cid:3)(cid:16)(cid:23)(cid:2)(cid:15)(cid:16)(cid:3)(cid:10)(cid:23)(cid:8)(cid:3)(cid:31)(cid:23)(cid:12)(cid:18)(cid:12)(cid:9)(cid:22)(cid:3)(cid:15)(cid:13)(cid:22)(cid:8) (cid:3)(cid:22)(cid:18)(cid:2)(cid:15)(cid:12)(cid:9)(cid:22)(cid:3)(cid:24)(cid:18)(cid:2)(cid:13)(cid:14)(cid:7)(cid:17) (cid:12)(cid:9)(cid:20)(cid:7)(cid:12)(cid:9)(cid:8)(cid:3)(cid:15)(cid:12)(cid:10)(cid:23)(cid:3)(cid:4)(cid:2)(cid:18)(cid:8)(cid:3)(cid:12)(cid:9)(cid:11)(cid:7)(cid:13)(cid:10)(cid:12)(cid:2)(cid:9)(cid:3)(cid:13)(cid:10)(cid:3)(cid:4)(cid:7)(cid:2)(cid:16)(cid:8)(cid:18)(cid:3)(cid:10)(cid:2)(cid:3)!""(cid:3)(cid:12)(cid:9)(cid:3)(cid:24)(cid:2)(cid:10)(cid:23)(cid:3)#(cid:18)(cid:8)(cid:7)(cid:13)(cid:9)(cid:14)(cid:3)(cid:13)(cid:9)(cid:14)(cid:3)(cid:10)(cid:23)(cid:8)(cid:3)(cid:8)$(cid:18)(cid:2)(cid:3)(cid:13)(cid:18)(cid:8)(cid:13)(cid:19)(cid:3)(cid:13)(cid:7)(cid:16)(cid:2)(cid:3)(cid:15)(cid:8)(cid:7)(cid:7)(cid:3)(cid:13)(cid:24)(cid:2)%(cid:8)(cid:3)(cid:6)(cid:18)(cid:8)(cid:20) (cid:6)(cid:13)(cid:9)(cid:14)(cid:8)(cid:5)(cid:12)(cid:4)(cid:3)(cid:18)(cid:13)(cid:10)(cid:8)(cid:16)(cid:3)(cid:2)(cid:11)(cid:3)(cid:22)(cid:18)(cid:2)(cid:15)(cid:10)(cid:23)(cid:3)(cid:2)(cid:11)(cid:3)(cid:13)(cid:18)(cid:2)$(cid:9)(cid:14)(cid:3)&""(cid:30)(cid:3)"
35,r221205a,(cid:0)(cid:23)(cid:12)(cid:16)(cid:3)(cid:14)(cid:13)(cid:10)(cid:13)(cid:3)(cid:12)(cid:16)(cid:3)(cid:10)(cid:8)(cid:7)(cid:7)(cid:12)(cid:9)(cid:22)(cid:3)$(cid:16)(cid:3)(cid:10)(cid:15)(cid:2)(cid:3)(cid:10)(cid:23)(cid:12)(cid:9)(cid:22)(cid:16)(cid:30)
36,r221205a,’(cid:12)(cid:18)(cid:16)(cid:10)(cid:19)(cid:3)(cid:10)(cid:23)(cid:8)(cid:3)(cid:7)(cid:13)(cid:24)(cid:2)$(cid:18)(cid:3)(cid:5)(cid:13)(cid:18)(cid:21)(cid:8)(cid:10)(cid:3)(cid:4)(cid:2)(cid:9)(cid:10)(cid:12)(cid:9)$(cid:8)(cid:16)(cid:3)(cid:10)(cid:2)(cid:3)(cid:7)(cid:2)(cid:2)(cid:21)(cid:3)%(cid:8)(cid:18)(cid:17)(cid:3)(cid:10)(cid:12)(cid:22)(cid:23)(cid:10)(cid:19)(cid:3)(cid:14)(cid:8)(cid:16)(cid:6)(cid:12)(cid:10)(cid:8)(cid:3)(cid:10)(cid:23)(cid:8)(cid:3)(cid:15)(cid:8)(cid:13)(cid:21)(cid:8)(cid:9)(cid:12)(cid:9)(cid:22)(cid:3)(cid:22)(cid:18)(cid:2)(cid:15)(cid:10)(cid:23)(cid:3)(cid:2)$(cid:10)(cid:7)(cid:2)(cid:2)(cid:21)(cid:30)(cid:3)(cid:3)
