,Unnamed: 0,url,title,description,date,author,id,climatebert_scores,unweighted_scores,probability_score,gpt_maximum_classification,gpt_average_classification,gpt_sum,gpt_length
15863,970,https://www.bis.org/review/r191220f.htm,Carolyn Wilkins: Financial stability in an uncertain world,"Remarks by Ms Carolyn A Wilkins, Senior Deputy Governor of the Bank of Canada, to the International Finance Club of Montreal, Montreal, Quebec, 19 November 2019.",2019-11-19 00:00:00,Carolyn Wilkins,r191220f,-0.1059816915814469,-0.522508276671898,0.23874586166405098,1,0.5,1,2
15868,975,https://www.bis.org/review/r191227b.htm,Masazumi Wakatabe: Financial and settlement systems as social infrastructure - disaster management perspective,"Opening remarks by Mr Masazumi Wakatabe, Deputy Governor of the Bank of Japan, at the Symposium ""The Impact of Natural Disasters on Financial Markets and Financial Institutions"", Nagoya City University Graduate School, Nagoya, 28 November 2019.",2019-11-28 00:00:00,Masazumi Wakatabe,r191227b,0.2101177491924979,-0.3173564645377072,0.3413217677311464,1,0.3333333333333333,1,3
15892,999,https://www.bis.org/review/r190904a.htm,Mugur Isărescu: Opening speech -16th meeting of the Financial Stability Board Regional Consultative Group for Europe,"Opening speech by Mr Mugur Isărescu, Governor of the National Bank of Romania, at the 16th meeting of the Financial Stability Board Regional Consultative Group for Europe, Bucharest, 7 May 2019.",2019-05-07 00:00:00,Mugur Isărescu,r190904a,0.331210368209415,-0.3292603823873732,0.3353698088063134,1,1.0,1,1
15906,2,https://www.bis.org/review/r200108b.htm,Klaas Knot: Interests and alliances,"Opening remarks by Mr Klaas Knot, President of the Netherlands Bank, at the SUERF/Netherlands Bank Conference ""Forging a new future between the UK and the EU"", Amsterdam, 8 January 2020.",2020-01-08 00:00:00,Klaas Knot,r200108b,0.486644308818014,-0.24681622417349564,0.37659188791325215,1,1.0,1,1
15926,22,https://www.bis.org/review/r200128b.htm,Christine Lagarde: Interview with Bloomberg TV,"Interview with Ms Christine Lagarde, President of the European Central Bank, conducted by Ms Francine Lacqua and broadcast on 24 January 2020.",2020-01-24 00:00:00,Christine Lagarde,r200128b,0.3575905705320424,-0.2992610787523204,0.3503694606238398,1,0.5,1,2
15939,35,https://www.bis.org/review/r200203e.htm,John A Rolle: Towards a financial sector disaster recovery plan for The Bahamas,"Remarks by Mr John A Rolle, Governor of the Central Bank of The Bahamas, at the Bahamas Business Outlook, Nassau, 16 January 2020.",2020-01-16 00:00:00,John A Rolle,r200203e,-0.0629835753213791,-0.47252917289733887,0.26373541355133057,1,1.0,1,1
15945,41,https://www.bis.org/review/r200203i.htm,Sharon Donnery: Central banks and public policy - stability in an interconnected world,"Remarks by Ms Sharon Donnery, Deputy Governor of the Central Bank of Ireland, at the Warwick Economics Summit, Warwick, 31 January 2020.",2020-01-31 00:00:00,Sharon Donnery,r200203i,0.0162239428609609,-0.48272622749209404,0.258636886253953,1,0.5,2,4
15953,49,https://www.bis.org/review/r200206c.htm,Luis de Guindos: The euro area financial sector - opportunities and challenges,"Speech by Mr Luis de Guindos, Vice-President of the European Central Bank, at the XXVI Santander Iberian Conference, Madrid, 6 February 2020.",2020-02-06 00:00:00,Luis de Guindos,r200206c,-0.3423001327012714,-0.6574862881710655,0.17125685591446727,1,1.0,1,1
15975,71,https://www.bis.org/review/r200211e.htm,Jon Cunliffe: Governance of financial globalisation,"Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the German Economic Council Annual Finance Conference, Berlin, 11 February 2020.",2020-02-11 00:00:00,Jon Cunliffe,r200211e,-0.7980294358439561,-0.8954280629390623,0.05228596853046885,1,0.3333333333333333,1,3
15981,77,https://www.bis.org/review/r200217b.htm,Luis de Guindos: Interview in Expansión,"Interview with Mr Luis de Guindos, Vice-President of the European Central Bank, and Expansión, conducted by Mr Andrés Stumpf on 6 February 2020 and published on 10 February 2020.",2020-02-10 00:00:00,Luis de Guindos,r200217b,-0.5355971293015913,-0.7624531605026938,0.11877341974865308,1,0.3333333333333333,1,3
15983,79,https://www.bis.org/review/r200217d.htm,Christian Hawkesby: Guardianship - the Māori world view of the Reserve Bank of New Zealand,"Speech by Mr Christian Hawkesby, Assistant Governor and General Manager of Economics, Financial Markets, and Banking of the Reserve Bank of New Zealand, to the Raising Māori Investment Capability Conference 2020, Tauranga, 13 February 2020.",2020-02-13 00:00:00,Christian Hawkesby,r200217d,0.1767881455329748,-0.3950460748030589,0.30247696259847057,1,0.3333333333333333,1,3
15993,89,https://www.bis.org/review/r200221a.htm,Adrian Orr: Aiming for great and best for Te Pūtea Matua,"Speech by Mr Adrian Orr, Governor of the Reserve Bank of New Zealand, to Canterbury Employers' Chamber of Commerce, Christchurch, 21 February 2020.",2020-02-21 00:00:00,Adrian Orr,r200221a,-0.4152602876935686,-0.700486717905317,0.1497566410473415,1,0.5,1,2
15999,95,https://www.bis.org/review/r200228d.htm,Pablo Hernández de Cos: Thoughts on global financial stability and the European Capital Markets Union,"Speech by Mr Pablo Hernández de Cos, Governor of the Bank of Spain and Chair of the Basel Committee on Banking Supervision, at the Annual Spanish Capital Markets Conference, organized by AFME (Association for Financial Markets in Europe) and AEB (Spanish Banking Association), Madrid, 13 February 2020.",2020-02-13 00:00:00,Pablo Hernández de Cos,r200228d,-0.4347287648253971,-0.7120412256982591,0.14397938715087044,1,0.5,1,2
16018,114,https://www.bis.org/review/r200306c.htm,Mark Carney: The grand unifying theory (and practice) of macroprudential policy,"Speech by Mr Mark Carney, Governor of the Bank of England, at University College London, London, 5 March 2020.",2020-03-05 00:00:00,Mark Carney,r200306c,-0.6413015008957919,-0.7991576007575043,0.10042119962124785,1,0.14285714285714285,1,7
16030,126,https://www.bis.org/review/r200306h.htm,Jens Weidmann: Introductory comments at the press conference to present the annual accounts,"Introductory comments by Dr Jens Weidmann, President of the Deutsche Bundesbank and Chair of the Board of Directors of the Bank for International Settlements, at the press conference to present the annual accounts, Frankfurt am Main, 28 February 2020.",2020-02-28 00:00:00,Jens Weidmann,r200306h,-0.3041557679742069,-0.6425157906645436,0.17874210466772822,1,0.3333333333333333,1,3
16072,168,https://www.bis.org/review/r200528a.htm,Charlotte Gerken: Life beyond Solvency II - a view from the top of the regulator,"Speech by Ms Charlotte Gerken, Executive Director of Insurance Supervision of the Bank of England, at the Association of British Insurers (ABI) Prudential Regulation webinar, 19 May 2020.",2020-05-19 00:00:00,Charlotte Gerken,r200528a,-0.5741786114100752,-0.7807205113871344,0.10963974430643281,1,0.5,1,2
16106,202,https://www.bis.org/review/r200508a.htm,Christine Lagarde: Opening remarks at the EUI's State of the Union event,"Opening remarks by Ms Christine Lagarde, President of the European Central Bank, at the Online Edition of The State of the Union conference organised by the European University Institute, 8 May 2020.",2020-05-08 00:00:00,Christine Lagarde,r200508a,-0.2656385844404047,-0.6285895488478921,0.18570522557605396,1,1.0,1,1
16176,272,https://www.bis.org/review/r200804f.htm,Ravi Menon: Monetary Authority of Singapore's Annual Report 2019/20,"Remarks by Mr Ravi Menon, Managing Director of the Monetary Authority of Singapore, at MAS' Annual Report 2019/20 Virtual Media Conference, Singapore, 26 July 2020.",2020-07-26 00:00:00,Ravi Menon,r200804f,-0.5983562590554357,-0.7855359679087996,0.10723201604560018,1,0.25,1,4
16227,323,https://www.bis.org/review/r200903a.htm,Ravi Menon: Down but not out: resilience in a post-COVID world,"Keynote speech by Mr Ravi Menon, Managing Director of the Monetary Authority of Singapore, at the Singapore Maritime Lecture, Singapore, 2 September 2020.",2020-09-02 00:00:00,Ravi Menon,r200903a,0.0463188336445735,-0.45484355321297276,0.2725782233935136,1,0.5,1,2
16258,354,https://www.bis.org/review/r200918b.htm,Geoff Bascand: Banking the economy in post-COVID Aotearoa,"Speech by Mr Geoff Bascand, Deputy Governor and General Manager of Financial Stability of the Reserve Bank of New Zealand, to banking industry representatives, Wellington, 31 July 2020.",2020-07-31 00:00:00,Geoff Bascand,r200918b,-0.4470942662312434,-0.7158692181110382,0.1420653909444809,1,0.3333333333333333,1,3
16326,422,https://www.bis.org/review/r201009c.htm,Tiff Macklem: From COVID to climate - the importance of risk management,"Remarks (delivered virtually) by Mr Tiff Macklem, Governor of the Bank of Canada, at The Global Risk Institute, 8 October 2020.",2020-10-08 00:00:00,Tiff Macklem,r201009c,0.3069063249756308,-0.33810075942207785,0.3309496202889611,1,0.5,1,2
16370,466,https://www.bis.org/review/r201019n.htm,Benjamin E Diokno: Philippine economic outlook - positioning for recovery and growth,"Speech by Mr Benjamin E Diokno, Governor of Bangko Sentral ng Pilipinas (BSP, the central bank of the Philippines), at the 52nd Annual FINEX Week Conference, virtual, 4 October 2020.",2020-10-04 00:00:00,Benjamin E Diokno,r201019n,-0.1962488293647766,-0.5855074206988017,0.20724628965059916,1,0.5,1,2
16445,541,https://www.bis.org/review/r201117c.htm,Frank Elderson: The challenges facing the ECB and Europe,"Opening statement by Mr Frank Elderson, Executive Director of Supervision of the Netherlands Bank, to the Economic and Monetary Affairs Committee of the European Parliament (virtual), 9 November 2020.",2020-11-09 00:00:00,Frank Elderson,r201117c,0.5299438759684563,-0.21846815943717957,0.3907659202814102,1,1.0,1,1
16493,589,https://www.bis.org/review/r201204b.htm,Charlotte Gerken: The fox and the hedgehog - preparing in a world of high risk and high uncertainty,"Speech by Ms Charlotte Gerken, Executive Director of Insurance Supervision of the Bank of England, at the InsuranceERM Risk and Capital EMEA Virtual Conference, 3 December 2020.",2020-12-03 00:00:00,Charlotte Gerken,r201204b,0.2385461485904196,-0.3654441937156346,0.31727790314218274,1,0.5,1,2
16537,633,https://www.bis.org/review/r201217a.htm,"Thomas Jordan: Introductory remarks, Swiss National Bank news conference","Introductory remarks by Mr Thomas Jordan, Chairman of the Governing Board of the Swiss National Bank, at the Media News Conference of the Swiss National Bank, Zurich, 17 December 2020.",2020-12-17 00:00:00,Thomas Jordan,r201217a,0.0592860924570184,-0.46604251861572266,0.26697874069213867,1,1.0,1,1
16541,637,https://www.bis.org/review/r201218e.htm,Benjamin E Diokno: Philippine banking system - the green shoots of recovery,"Speech by Mr Benjamin E Diokno, Governor of Bangko Sentral ng Pilipinas (BSP, the central bank of the Philippines), at the MART General Membership Meeting, 16 November 2020.",2020-11-16 00:00:00,Benjamin E Diokno,r201218e,-0.6193052195012569,-0.806500680744648,0.09674965962767601,1,0.5,1,2
16551,647,https://www.bis.org/review/r201221c.htm,Jens Weidmann: The potential long-term effects of the coronavirus crisis on the economy and on monetary policy,"Speech by Dr Jens Weidmann, President of the Deutsche Bundesbank and Chair of the Board of Directors of the Bank for International Settlements, at the Humboldt University of Berlin, virtual event, 16 December 2020.",2020-12-16 00:00:00,Jens Weidmann,r201221c,-0.4855509305872568,-0.7287442022707404,0.13562789886462978,1,0.2,1,5
16612,708,http://www.bis.org/review/r200817b.htm,Luigi Federico Signorini: Sustainable investment in uncertain times - the future of public sector asset management,"Speech by Mr Luigi Federico Signorini, Deputy Governor of the Bank of Italy, at the OMFIF Roundtable for Public Sector Asset Managers, London, 6 February 2020.",2020-02-06 00:00:00,Luigi Federico Signorini,r200817b,0.7854386974464763,-0.09526240012862465,0.4523687999356877,1,1.0,2,2
16643,28,https://www.bis.org/review/r210211c.htm,Christine Lagarde:  European Parliament plenary debate on the ECB Annual Report,"Introductory statement by Ms Christine Lagarde, President of the European Central Bank, at the plenary session of the European Parliament, Brussels, 8 February 2021.",2021-02-08 00:00:00,Christine Lagarde,r210211c,0.424498450756073,-0.2742495536804199,0.36287522315979004,1,1.0,1,1
16649,34,https://www.bis.org/review/r210212d.htm,Vitas Vasiliauskas: Investment and Investment Finance - Lithuania,"Welcome speech by Mr Vitas Vasiliauskas, Chairman of the Board of the Bank of Lithuania, at the joint Bank of Lithuania and European Investment Bank Webinar on Investment and Investment Finance, 11 February 2021.",2021-02-11 00:00:00,Vitas Vasiliauskas,r210212d,0.3503098487854004,-0.3152033567428589,0.34239832162857053,1,1.0,1,1
16655,40,https://www.bis.org/review/r210211k.htm,"Daniele Franco: The G20 agenda in 2021, under Italy's leadership","Speech by Mr Daniele Franco, Senior Deputy Governor of the Bank of Italy, at the Global Investor Roundtable of the Global Foundation, Rome, 3 February 2021.",2021-02-03 00:00:00,Daniele Franco,r210211k,0.6083957582712174,-0.1901086002588272,0.4049456998705864,1,1.0,1,1
16656,41,https://www.bis.org/review/r210211i.htm,"Gabriel Makhlouf: Managing risk, rebuilding resilience","Remarks by Mr Gabriel Makhlouf, Governor of the Central Bank of Ireland, at the European Financial Forum, virtual event, 11 February 2021.",2021-02-11 00:00:00,Gabriel Makhlouf,r210211i,-0.6117699332535267,-0.7988324984908104,0.1005837507545948,1,0.5,1,2
16671,56,https://www.bis.org/review/r210218b.htm,Ed Sibley: Governance and risk in a time of uncertainty and change,"Speech by Mr Ed Sibley, Deputy Governor (Prudential Regulation) of the Central Bank of Ireland, to the Institute of Directors , 17 February 2021.",2021-02-17 00:00:00,Ed Sibley,r210218b,0.6379262208938599,-0.16924492518107095,0.41537753740946454,1,1.0,2,2
16691,76,http://www.bis.org/review/r210531a.htm,François Villeroy de Galhau: Press Conference,"Speech by Mr François Villeroy de Galhau, Governor of the Bank of France, at the Presentation of the 2020 Annual Report of the Autorité de contrôle prudentiel et de résolution (ACPR), 28 May 2021.",2021-05-28 00:00:00,François Villeroy de Galhau,r210531a,-0.2439744211733341,-0.6172976158559322,0.19135119207203388,1,1.0,1,1
16696,81,http://www.bis.org/review/r210528e.htm,Isabel Schnabel: Societal responsibility and central bank independence,"Keynote speech by Ms Isabel Schnabel, Member of the Executive Board of the European Central Bank, at the ""VIII. New Paradigm Workshop"", organised by the Forum New Economy, Frankfurt am Main, 27 May 2021.",2021-05-27 00:00:00,Isabel Schnabel,r210528e,0.6224408623499748,-0.17178903023401895,0.41410548488299054,1,0.5,1,2
16713,98,http://www.bis.org/review/r210302d.htm,"Christine Lagarde: Investing in our climate, social and economic resilience - What are the main policy priorities?","Speech by Ms Christine Lagarde, President of the European Central Bank, at the opening plenary session of the European Parliamentary Week 2021 in virtual format, 22 February 2021.",2021-02-22 00:00:00,Christine Lagarde,r210302d,0.2674867785893954,-0.3462149225748502,0.3268925387125749,1,1.0,1,1
16725,110,http://www.bis.org/review/r210303i.htm,Jens Weidmann: Introductory comments at the press conference to present the annual accounts,"Introductory comments by Dr Jens Weidmann, President of the Deutsche Bundesbank and Chair of the Board of Directors of the Bank for International Settlements, at the press conference to present the annual accounts, virtual, 3 March 2021.",2021-03-03 00:00:00,Jens Weidmann,r210303i,0.1849027182541641,-0.402211234850042,0.298894382574979,1,0.3333333333333333,1,3
16740,125,http://www.bis.org/review/r210305a.htm,Burkhard Balz: Closing words - Third Deutsche Bundesbank/European Central Bank/Federal Reserve Bank of Chicago Conference on CCP Risk Management,"Closing words by Mr Burkhard Balz, Member of the Executive Board of the Deutsche Bundesbank, at the Third Deutsche Bundesbank – European Central Bank – Federal Reserve Bank of Chicago Conference on CCP Risk Management, virtual event, 3 March 2021.",2021-03-03 00:00:00,Burkhard Balz,r210305a,0.1728962872709546,-0.39755164299692425,0.3012241785015379,1,1.0,1,1
16752,137,http://www.bis.org/review/r210311e.htm,Benjamin E Diokno: Philippine banking system- transforming for economic recovery,"Speech by Mr Benjamin E Diokno, Governor of Bangko Sentral ng Pilipinas (BSP, the central bank of the Philippines), at the Joint Foreign Chambers of the Philippines Webinar, 8 March  2021.",2021-03-08 00:00:00,Benjamin E Diokno,r210311e,-0.4787275915344556,-0.728013776242733,0.1359931118786335,1,1.0,2,2
16790,175,http://www.bis.org/review/r210331d.htm,Benjamin E Diokno: Old partnerships and renewed beginnings,"Message by Mr Benjamin E Diokno, Governor of Bangko Sentral ng Pilipinas (BSP, the central bank of the Philippines), for the Trust Officers Association of the Philippines General Membership Meeting, Manila, 25 March 2021.",2021-03-25 00:00:00,Benjamin E Diokno,r210331d,-0.6734218001365662,-0.833085081577301,0.0834574592113495,1,0.5,1,2
16817,202,http://www.bis.org/review/r210419c.htm,"Sharon Donnery: Closing remarks – ""Enterprise financing and investment in Ireland – tackling the challenges of Covid-19, digitalisation and climate change""","Closing remarks by Ms Sharon Donnery, Deputy Governor of the Central Bank of Ireland, at the webinar ""Enterprise financing and investment in Ireland – tackling the challenges of Covid-19, digitalisation and climate change"", jointly hosted by the Central Bank of Ireland, Economic &amp;amp; Social Research Institute (ESRI) and European Investment Bank (EIB) and held in partnership with the Kemmy Business School, University of Limerick, 19 April 2021.",2021-04-19 00:00:00,Sharon Donnery,r210419c,0.0061242431402206,-0.4929306209087372,0.2535346895456314,1,1.0,1,1
16839,224,http://www.bis.org/review/r210428b.htm,Benjamin E Diokno: Old partnerships and renewed beginnings,"Message by Mr Benjamin E Diokno, Governor of Bangko Sentral ng Pilipinas (BSP, the central bank of the Philippines), at the Trust Officers Association of the Philippines General Membership Meeting, Manila, 25 March 2021.",2021-03-25 00:00:00,Benjamin E Diokno,r210428b,-0.6734223675727844,-0.8330856490135193,0.08345717549324033,1,0.5,1,2
16890,275,http://www.bis.org/review/r210518b.htm,Benjamin E Diokno: Philippines - traversing the path to economic recovery,"Speech by Mr Benjamin E Diokno, Governor of Bangko Sentral ng Pilipinas (BSP, the central bank of the Philippines), at the Eastern Communication E-Huddle Webinar Series ""Making Remote Work and Creating Opportunities"", 4 May 2021.",2021-05-04 00:00:00,Benjamin E Diokno,r210518b,-0.2330044621513003,-0.6126933154605684,0.1936533422697158,1,0.5,1,2
16901,286,http://www.bis.org/review/r210607a.htm,Ignazio Visco: Overview of economic and financial developments in Italy,"Concluding remarks by Mr Ignazio Visco, Governor of the Bank of Italy, at a meeting for the presentation of the Annual Report 2020 - 127th Financial Year, Bank of Italy, Rome, 31 May 2021.",2021-05-31 00:00:00,Ignazio Visco,r210607a,-0.3951338924266196,-0.6903797363912737,0.15481013180436315,1,0.25,1,4
16944,329,http://www.bis.org/review/r210702b.htm,Luis de Guindos: Euro area banks in the recovery,"Speech by Mr Luis de Guindos, Vice-President of the European Central Bank, at the Frankfurt Euro Finance Summit, Frankfurt am Main, 28 June 2021.",2021-06-28 00:00:00,Luis de Guindos,r210702b,0.27839342857662,-0.3520064259830274,0.32399678700848633,1,1.0,1,1
16959,344,http://www.bis.org/review/r210705d.htm,"Adrian Orr: Working as one, towards our ultimate purpose","Speech by Mr Adrian Orr, Governor of the Reserve Bank of New Zealand, to the Mindful Money Awards, Auckland, 29 June 2021.",2021-06-29 00:00:00,Adrian Orr,r210705d,0.9110619454156784,-0.039715148153759185,0.4801424259231204,1,0.5,1,2
16966,351,http://www.bis.org/review/r210705k.htm,Sharon Donnery: The debt dangers,"Remarks by Ms Sharon Donnery, Deputy Governor of the Central Bank of Ireland, at Les Rencontres Économiques d'Aix-en-Provence, virtual, 2 July 2021.",2021-07-02 00:00:00,Sharon Donnery,r210705k,-0.0371326889310564,-0.5124226240884691,0.24378868795576547,1,0.5,1,2
16970,355,http://www.bis.org/review/r210709a.htm,Christine Lagarde: Press Conference,"Introductory statement by Ms Christine Lagarde, President of the European Central Bank, and Mr Luis de Guindos, Vice-President of the European Central Bank, Frankfurt am Main, 8 July 2021.",2021-07-08 00:00:00,Christine Lagarde,r210709a,-0.1225211662905556,-0.5503456549985069,0.22482717250074657,1,1.0,1,1
16979,364,http://www.bis.org/review/r210713a.htm,Ignazio Visco: Speech - Annual Meeting of the Italian Banking Association,"Speech by Mr Ignazio Visco, Governor of the Bank of Italy, at the Italian Banking Association - Annual Meeting Virtual Conference, 6 July 2021.",2021-07-06 00:00:00,Ignazio Visco,r210713a,-0.2370443875725205,-0.6146850312078321,0.19265748439608393,1,0.5,1,2
16985,370,http://www.bis.org/review/r210714c.htm,Isabel Schnabel: A new strategy for a changing world,"Speech by Ms Isabel Schnabel, Member of the Executive Board of the European Central Bank, at a virtual event series, hosted by the Peterson Institute for International Economics, 14 July 2021.",2021-07-14 00:00:00,Isabel Schnabel,r210714c,0.2698282535587038,-0.3475668451615742,0.3262165774192129,1,1.0,2,2
16996,381,http://www.bis.org/review/r210722a.htm,Edward Scicluna: Price stability and beyond – understanding the impact of the ECB's Strategy Review,"Speech by Mr Edward Scicluna, Governor of the Central Bank of Malta, at the Finance Malta conference, Valletta, 20 July 2021.",2021-07-20 00:00:00,Edward Scicluna,r210722a,-0.4086708511625017,-0.693874682698931,0.15306265865053448,1,1.0,1,1
17000,385,http://www.bis.org/review/r210722d.htm,Benjamin E Diokno: Bangko Sentral ng Pilipinas' monetary policies amid the pandemic and vision beyond Covid-19 - journey through digitalization and financial inclusion,"Speech by Mr Benjamin E Diokno, Governor of Bangko Sentral ng Pilipinas (BSP, the central bank of the Philippines), at the Joint Foreign Chambers Economic Briefing, 15 July 2021.",2021-07-15 00:00:00,Benjamin E Diokno,r210722d,0.0251266187237155,-0.47316477375645793,0.26341761312177103,1,0.5,1,2
17005,390,http://www.bis.org/review/r210727b.htm,Alejandro Díaz de León: Remarks - The next global financial cycle in a divergent global economy,"Remarks by Mr Alejandro Díaz de León, Governor of Bank of Mexico, at the 13th Annual Conference by the Central Reserve Bank of Peru, the Re-inventing Bretton Woods Committee, and the Inter-American Development Bank ""The next global financial cycle in a divergent global economy, panel: central banking in a new era?"", 23 July 2021.",2021-07-23 00:00:00,Alejandro Díaz de León,r210727b,0.0293189249932765,-0.46974464878439903,0.2651276756078005,1,1.0,1,1
17022,407,http://www.bis.org/review/r210809b.htm,Jens Weidmann: Monetary policy and the role of central banks – an outlook,"Speech by Dr Jens Weidmann, President of the Deutsche Bundesbank and Chair of the Board of Directors of the Bank for International Settlements, to the Freundeskreis of the Ludwig-Erhard-Stiftung, virtual, 1 July 2021.",2021-07-01 00:00:00,Jens Weidmann,r210809b,-0.154101689360035,-0.5711041715607714,0.2144479142196143,1,0.25,1,4
17031,416,http://www.bis.org/review/r210902b.htm,Masazumi Wakatabe: Japan's economy and monetary policy,"Speech (via webcast) by Mr Masazumi Wakatabe, Deputy Governor of the Bank of Japan, at a meeting with local leaders, Hiroshima, 1 September 2021.",2021-09-01 00:00:00,Masazumi Wakatabe,r210902b,0.0913302612801392,-0.43884609267115593,0.28057695366442204,1,0.6,3,5
17037,422,http://www.bis.org/review/r210903c.htm,"Toyoaki Nakamura: Economic activity, prices and monetary policy in Japan","Speech (via webcast) by Mr Toyoaki Nakamura, Member of the Policy Board of the Bank of Japan, at a meeting with local leaders, Miyazaki, 25 August 2021.",2021-08-25 00:00:00,Toyoaki Nakamura,r210903c,-0.0059867920354008,-0.4949078066274524,0.2525460966862738,1,0.25,1,4
17045,430,http://www.bis.org/review/r210910d.htm,Guy Debelle: Priorities of EMEAP and update on Global FX Code of Conduct,"Speech by Mr Guy Debelle, Deputy Governor of the Reserve Bank of Australia, at the ASIFMA (Asia Securities Industry &amp;amp; Financial Markets Association) Compliance Week 2021,  Virtual Conference, 9 September 2021.",2021-09-09 00:00:00,Guy Debelle,r210910d,-0.0174370793735279,-0.4872386104920331,0.25638069475398345,1,1.0,1,1
17051,436,http://www.bis.org/review/r210916b.htm,Olli Rehn: New avenues for monetary policy,"Opening remarks by Mr Olli Rehn, Governor of the Bank of Finland, at the Bank of Finland - Centre for Economic Policy Research (CEPR) Joint Conference ""New avenues for monetary policy"", 10 September 2021.",2021-09-10 00:00:00,Olli Rehn,r210916b,-0.1390301783879598,-0.5382983843485515,0.23085080782572426,1,1.0,1,1
17052,437,http://www.bis.org/review/r210916c.htm,François Villeroy de Galhau: New avenues for monetary policy,"Speech by François Villeroy de Galhau, Governor of the Bank of France, at the Eurofi Financial Forum, Ljubljana, 10 September 2021.",2021-09-10 00:00:00,François Villeroy de Galhau,r210916c,-0.793989436192946,-0.8847306208177046,0.0576346895911477,1,0.5,1,2
17056,441,http://www.bis.org/review/r210921a.htm,François Villeroy de Galhau: The Banking Union ─ Time to move forward again,"Speech by Mr François Villeroy de Galhau, Governor of the Banque de France, at the Eurofi Financial Forum, Ljubljana, 10 September 2021.",2021-09-10 00:00:00,François Villeroy de Galhau,r210921a,-0.7944336235523224,-0.885174808177081,0.057412595911459474,1,0.5,1,2
17070,455,http://www.bis.org/review/r210928a.htm,Christine Lagarde: Hearing at the Committee on Economic and Monetary Affairs of the European Parliament,"Introductory statement (via videoconference) by Ms Christine Lagarde, President of the European Central Bank, before the Hearing at the Committee on Economic and Monetary Affairs of the European Parliament, Frankfurt am Main, 18 March 2021.",2021-03-18 00:00:00,Christine Lagarde,r210928a,-0.2562601566314697,-0.6085565090179443,0.19572174549102783,1,1.0,1,1
17072,457,http://www.bis.org/review/r210928c.htm,Haruhiko Kuroda: Japan's economy and monetary policy,"Speech (via webcast) by Mr Haruhiko Kuroda, Governor of the Bank of Japan, at a meeting with business leaders, Osaka, 27 September 2021.",2021-09-27 00:00:00,Haruhiko Kuroda,r210928c,-0.3403364419937134,-0.6432916397272155,0.17835418013639226,1,0.3333333333333333,1,3
17075,460,http://www.bis.org/review/r211008a.htm,Haruhiko Kuroda: Hopes for the Japanese and U.S. business communities - economic recovery from the COVID-19 crisis and efforts to address climate change,"Speech (via webcast) by Mr Haruhiko Kuroda, Governor of the Bank of Japan, at the 58th Japan-U.S. Business Conference, 6 October 2021.",2021-10-06 00:00:00,Haruhiko Kuroda,r211008a,-0.2146085366126029,-0.6008399705733022,0.1995800147133489,1,0.5,1,2
17084,469,http://www.bis.org/review/r211012h.htm,Mário Centeno: The recovery of the European economy in the post-pandemic context – challenges and opportunities for the financial system,"Keynote intervention by Mr Mário Centeno, Governor of the Banco de Portugal, at the CIRSF Conference 2021 - The Financial System and the European economic recovery, 30 September 2021.",2021-09-30 00:00:00,Mário Centeno,r211012h,-0.421234824440696,-0.6934959129853682,0.15325204350731592,1,1.0,2,2
17112,497,http://www.bis.org/review/r211109a.htm,Sharon Donnery: The importance of data - statistics during the pandemic and beyond,"Opening remarks by Ms Sharon Donnery, Deputy Governor of the Central Bank of Ireland, at the Central Bank of Ireland Webinar ""The Importance of Data: Statistics During the Pandemic and Beyond"", 7 October 2021.",2021-10-07 00:00:00,Sharon Donnery,r211109a,0.0119593068957328,-0.4870786890387535,0.25646065548062325,1,1.0,1,1
17114,499,http://www.bis.org/review/r211109d.htm,"Eddie Yue: Towards a smarter, greener and more inclusive financial system","Opening keynote speech by Mr Eddie Yue, Chief Executive of the Hong Kong Monetary Authority, at the Hong Kong Institute of Bankers (HKIB) Annual Banking Conference 2021, 28 September 2021.",2021-09-28 00:00:00,Eddie Yue,r211109d,0.1354133796691894,-0.42345908641815183,0.2882704567909241,1,0.5,1,2
17119,504,http://www.bis.org/review/r211109i.htm,Jessica Chew Cheng Lian: Opening remarks - World Bank's Sustainable ExchangE Development Series (SEEDS),"Opening remarks by Ms Jessica Chew Cheng Lian, Assistant Governor of the Central Bank of Malaysia (Bank Negara Malaysia), at the World Bank's Sustainable ExchangE Development Series (SEEDS), 25 October 2021.",2021-10-25 00:00:00,Jessica Chew Cheng Lian,r211109i,0.5948118292368375,-0.17105190112040594,0.41447404943979704,1,1.0,1,1
17149,534,http://www.bis.org/review/r211130m.htm,Mário Centeno: Opening remarks - Banco de Portugal Online Conference on Financial Stability 2021,"Opening remarks by Mr Mário Centeno, Governor of the Banco de Portugal, at the Banco de Portugal Online Conference on Financial Stability 2021, virtual, 11 October 2021.",2021-10-11 00:00:00,Mário Centeno,r211130m,0.3631299961180914,-0.3021727630070278,0.3489136184964861,1,1.0,1,1
17151,536,http://www.bis.org/review/r211130o.htm,Mário Centeno: Global capital markets - understanding the future,"Opening remarks by Mr Mário Centeno, Governor of the Banco de Portugal, at the Conference ""Global capital markets - understanding the future"", Lisbon, 5 November 2021.",2021-11-05 00:00:00,Mário Centeno,r211130o,0.2665827368435107,-0.3614228744255869,0.3192885627872065,1,1.0,1,1
