,id,gpt_maximum_classification,gpt_average_classification,gpt_sum,gpt_length
3584,r060622d,0,0.0,0,2
3585,r060622e,0,0.0,0,1
3586,r060622f,0,0.0,0,4
3587,r060622g,0,0.0,0,1
3588,r060622h,0,0.0,0,2
3589,r060620a,0,0.0,0,1
3590,r060620b,0,0.0,0,1
3591,r060620c,0,0.0,0,1
3592,r060620d,0,0.0,0,2
3593,r060620e,0,0.0,0,2
3594,r060620f,0,0.0,0,2
3595,r060620g,0,0.0,0,2
3596,r060620h,0,0.0,0,2
3597,r060619b,0,0.0,0,2
3598,r060619c,0,0.0,0,2
3599,r060619d,0,0.0,0,1
3600,r060619e,0,0.0,0,1
3601,r060619f,0,0.0,0,1
3602,r060619g,0,0.0,0,1
3603,r060619a,0,0.0,0,1
3604,r060616a,0,0.0,0,2
3605,r060616b,0,0.0,0,3
3606,r060616c,0,0.0,0,1
3607,r060616d,0,0.0,0,1
3608,r060616e,0,0.0,0,3
3609,r060616f,0,0.0,0,2
3610,r060616g,0,0.0,0,1
3611,r060615a,0,0.0,0,2
3612,r060615b,0,0.0,0,2
3613,r060615c,0,0.0,0,4
3614,r060615d,0,0.0,0,2
3615,r060615e,0,0.0,0,1
3616,r060615f,0,0.0,0,2
3617,r060615g,0,0.0,0,1
3618,r060613a,0,0.0,0,2
3619,r060613b,0,0.0,0,1
3620,r060613c,0,0.0,0,2
3621,r060613d,0,0.0,0,2
3622,r060613e,0,0.0,0,1
3623,r060612a,0,0.0,0,2
3624,r060612b,0,0.0,0,1
3625,r060612c,0,0.0,0,2
3626,r060612d,0,0.0,0,8
3627,r060612e,0,0.0,0,2
3628,r060608a,0,0.0,0,1
3629,r060608b,0,0.0,0,3
3630,r060608c,0,0.0,0,2
3631,r060608d,0,0.0,0,3
3632,r060608e,0,0.0,0,1
3633,r060607a,0,0.0,0,1
3634,r060607b,0,0.0,0,2
3635,r060607c,0,0.0,0,1
3636,r060607d,0,0.0,0,2
3637,r060607e,0,0.0,0,1
3638,r060602a,0,0.0,0,1
3639,r060602b,0,0.0,0,2
3640,r060602c,0,0.0,0,2
3641,r060602d,0,0.0,0,3
3642,r060531c,0,0.0,0,2
3643,r060531d,0,0.0,0,2
3644,r060531a,0,0.0,0,2
3645,r060531b,0,0.0,0,1
3646,r060531h,0,0.0,0,4
3647,r060531e,0,0.0,0,3
3648,r060531f,0,0.0,0,2
3649,r060531g,0,0.0,0,2
3650,r060529e,0,0.0,0,2
3651,r060529f,0,0.0,0,1
3652,r060529a,0,0.0,0,2
3653,r060529b,0,0.0,0,2
3654,r060529c,0,0.0,0,1
3655,r060529d,0,0.0,0,2
3656,r060526a,0,0.0,0,2
3657,r060526b,0,0.0,0,1
3658,r060526c,0,0.0,0,2
3659,r060526d,0,0.0,0,2
3660,r060526e,0,0.0,0,2
3661,r060523a,0,0.0,0,1
3662,r060523b,0,0.0,0,2
3663,r060523c,0,0.0,0,1
3664,r060523d,0,0.0,0,2
3665,r060523e,0,0.0,0,1
3666,r060522a,0,0.0,0,2
3667,r060522b,0,0.0,0,3
3668,r060522c,0,0.0,0,3
3669,r060522d,0,0.0,0,3
3670,r060522e,0,0.0,0,2
3671,r060519d,0,0.0,0,1
3672,r060519c,0,0.0,0,2
3673,r060519e,0,0.0,0,2
3674,r060519b,0,0.0,0,2
3675,r060519a,0,0.0,0,2
3676,r060518e,0,0.0,0,1
3677,r060518c,0,0.0,0,4
3678,r060518d,0,0.0,0,2
3679,r060518b,0,0.0,0,2
3680,r060518a,0,0.0,0,1
3681,r060516a,0,0.0,0,2
3682,r060516b,0,0.0,0,1
3683,r060516c,0,0.0,0,1
3684,r060516d,0,0.0,0,2
3685,r060516e,0,0.0,0,2
3686,r060512a,0,0.0,0,2
3687,r060512b,0,0.0,0,1
3688,r060512c,0,0.0,0,1
3689,r060512e,0,0.0,0,1
3690,r060512d,0,0.0,0,1
3691,r060509a,0,0.0,0,2
3692,r060509b,0,0.0,0,2
3693,r060509c,0,0.0,0,1
3694,r060509d,0,0.0,0,1
3695,r060509e,0,0.0,0,2
3696,r060505b,0,0.0,0,3
3697,r060505c,0,0.0,0,3
3698,r060505d,0,0.0,0,2
3699,r060505a,0,0.0,0,1
3700,r060502c,0,0.0,0,1
3701,r060502d,0,0.0,0,2
3702,r060502e,0,0.0,0,2
3703,r060502a,0,0.0,0,2
3704,r060502b,0,0.0,0,1
3705,r060427a,0,0.0,0,1
3706,r060427b,0,0.0,0,2
3707,r060427c,0,0.0,0,1
3708,r060427d,0,0.0,0,2
3709,r060427e,0,0.0,0,2
3710,r060421a,0,0.0,0,1
3711,r060421b,0,0.0,0,2
3712,r060421c,0,0.0,0,2
3713,r060421d,0,0.0,0,1
3714,r060421e,0,0.0,0,4
3715,r060419b,0,0.0,0,1
3716,r060419c,0,0.0,0,1
3717,r060419d,0,0.0,0,3
3718,r060419e,0,0.0,0,1
3719,r060419a,0,0.0,0,1
3720,r060418a,0,0.0,0,2
3721,r060418b,0,0.0,0,1
3722,r060418c,0,0.0,0,2
3723,r060418d,0,0.0,0,2
3724,r060418e,0,0.0,0,2
3725,r060411a,0,0.0,0,1
3726,r060411b,0,0.0,0,2
3727,r060411c,0,0.0,0,1
3728,r060411d,0,0.0,0,2
3729,r060411e,0,0.0,0,2
3730,r060407c,0,0.0,0,1
3731,r060407d,0,0.0,0,1
3732,r060407e,0,0.0,0,1
3733,r060407f,0,0.0,0,1
3734,r060407a,0,0.0,0,1
3735,r060407b,0,0.0,0,2
3736,r060406b,0,0.0,0,3
3737,r060406c,0,0.0,0,1
3738,r060406d,0,0.0,0,1
3739,r060406e,0,0.0,0,2
3740,r060405a,0,0.0,0,3
3741,r060405b,0,0.0,0,2
3742,r060405c,0,0.0,0,2
3743,r060405d,0,0.0,0,1
3744,r060405e,0,0.0,0,2
3745,r060404a,0,0.0,0,2
3746,r060404b,0,0.0,0,2
3747,r060404c,0,0.0,0,1
3748,r060404e,0,0.0,0,2
3749,r060404d,0,0.0,0,2
3750,r060403a,0,0.0,0,1
3751,r060403b,0,0.0,0,2
3752,r060403c,0,0.0,0,2
3753,r060403d,0,0.0,0,1
3754,r060403e,0,0.0,0,1
3755,r060331a,0,0.0,0,1
3756,r060331b,0,0.0,0,1
3757,r060331c,0,0.0,0,2
3758,r060331d,0,0.0,0,1
3759,r060331e,0,0.0,0,2
3760,r060327a,0,0.0,0,2
3761,r060327b,0,0.0,0,1
3762,r060327c,0,0.0,0,1
3763,r060327d,0,0.0,0,2
3764,r060327e,0,0.0,0,3
3765,r060324a,0,0.0,0,2
3766,r060324b,0,0.0,0,1
3767,r060324c,0,0.0,0,2
3768,r060324d,0,0.0,0,2
3769,r060324e,0,0.0,0,2
3770,r060322a,0,0.0,0,3
3771,r060322c,0,0.0,0,2
3772,r060322d,0,0.0,0,2
3773,r060322b,0,0.0,0,2
3774,r060321a,0,0.0,0,2
3775,r060321b,0,0.0,0,2
3776,r060321c,0,0.0,0,2
3777,r060321d,0,0.0,0,1
3778,r060321e,0,0.0,0,3
3779,r060316a,0,0.0,0,2
3780,r060316b,0,0.0,0,3
3781,r060316c,0,0.0,0,1
3782,r060316d,0,0.0,0,1
3783,r060314a,0,0.0,0,2
3784,r060314b,0,0.0,0,2
3785,r060314c,0,0.0,0,1
3786,r060314d,0,0.0,0,2
3787,r060313a,0,0.0,0,2
3788,r060313b,0,0.0,0,1
3789,r060313c,0,0.0,0,1
3790,r060313d,0,0.0,0,2
3791,r060308a,0,0.0,0,2
3792,r060308b,0,0.0,0,1
3793,r060308c,0,0.0,0,1
3794,r060308d,0,0.0,0,2
3795,r060303a,0,0.0,0,1
3796,r060303b,0,0.0,0,2
3797,r060303c,0,0.0,0,1
3798,r060303d,0,0.0,0,2
3799,r060303e,0,0.0,0,4
3800,r060301a,0,0.0,0,2
3801,r060301b,0,0.0,0,2
3802,r060301c,0,0.0,0,1
3803,r060301d,0,0.0,0,2
3804,r060301e,0,0.0,0,2
3805,r060224d,0,0.0,0,2
3806,r060224e,0,0.0,0,1
3807,r060224a,0,0.0,0,2
3808,r060224c,0,0.0,0,2
3809,r060224b,0,0.0,0,1
3810,r060222b,0,0.0,0,2
3811,r060222c,0,0.0,0,1
3812,r060222d,0,0.0,0,1
3813,r060222a,0,0.0,0,3
3814,r060217b,0,0.0,0,2
3815,r060217c,0,0.0,0,1
3816,r060217d,0,0.0,0,1
3817,r060217e,0,0.0,0,2
3818,r060217a,0,0.0,0,4
3819,r060215e,0,0.0,0,3
3820,r060215a,0,0.0,0,2
3821,r060215b,0,0.0,0,1
3822,r060215c,0,0.0,0,2
3823,r060215d,0,0.0,0,1
3824,r060208d,0,0.0,0,2
3825,r060208e,0,0.0,0,2
3826,r060208f,0,0.0,0,1
3827,r060208a,0,0.0,0,1
3828,r060208b,0,0.0,0,3
3829,r060208c,0,0.0,0,2
3830,r060206b,0,0.0,0,2
3831,r060206c,0,0.0,0,1
3832,r060206d,0,0.0,0,1
3833,r060206a,0,0.0,0,1
3834,r060203d,0,0.0,0,2
3835,r060203e,0,0.0,0,3
3836,r060203f,0,0.0,0,2
3837,r060203b,0,0.0,0,1
3838,r060203c,0,0.0,0,1
3839,r060201b,0,0.0,0,1
3840,r060201c,0,0.0,0,1
3841,r060201d,0,0.0,0,1
3842,r060201a,0,0.0,0,1
3843,r060130b,0,0.0,0,1
3844,r060130c,0,0.0,0,1
3845,r060130e,0,0.0,0,1
3846,r060130f,0,0.0,0,1
3847,r060130a,0,0.0,0,2
3848,r060127e,0,0.0,0,1
3849,r060127f,0,0.0,0,1
3850,r060127a,0,0.0,0,2
3851,r060127b,0,0.0,0,2
3852,r060127c,0,0.0,0,2
3853,r060127d,0,0.0,0,1
3854,r060126b,0,0.0,0,1
3855,r060126c,0,0.0,0,2
3856,r060126d,0,0.0,0,1
3857,r060126e,0,0.0,0,2
3858,r060126a,0,0.0,0,1
3859,r060126f,0,0.0,0,2
3860,r060123b,0,0.0,0,2
3861,r060123d,0,0.0,0,1
3862,r060123e,0,0.0,0,2
3863,r060123f,0,0.0,0,1
3864,r060123a,0,0.0,0,1
3865,r080206a,0,0.0,0,3
3866,r080130b,0,0.0,0,1
3867,r080129a,0,0.0,0,2
3868,r080111f,0,0.0,0,2
3869,r080111e,0,0.0,0,2
3870,r080110f,0,0.0,0,1
3871,r080110a,0,0.0,0,1
3872,r080109c,0,0.0,0,1
3873,r071228a,0,0.0,0,1
3874,r071228b,0,0.0,0,2
3875,r071228c,0,0.0,0,1
3876,r071228d,0,0.0,0,1
3877,r071228e,0,0.0,0,1
3878,r071219b,0,0.0,0,1
3879,r071219c,0,0.0,0,1
3880,r071219d,0,0.0,0,3
3881,r071219e,0,0.0,0,1
3882,r071219f,0,0.0,0,1
3883,r071219g,0,0.0,0,1
3884,r071219a,0,0.0,0,2
3885,r071217a,0,0.0,0,1
3886,r071217b,0,0.0,0,1
3887,r071217c,0,0.0,0,1
3888,r071217e,0,0.0,0,2
3889,r071217d,0,0.0,0,3
3890,r071217f,0,0.0,0,3
3891,r071213a,0,0.0,0,2
3892,r071213b,0,0.0,0,1
3893,r071213c,0,0.0,0,2
3894,r071213d,0,0.0,0,2
3895,r071213e,0,0.0,0,1
3896,r071211a,0,0.0,0,2
3897,r071211b,0,0.0,0,2
3898,r071211c,0,0.0,0,1
3899,r071211d,0,0.0,0,1
3900,r071211e,0,0.0,0,4
3901,r071210a,0,0.0,0,2
3902,r071210b,0,0.0,0,1
3903,r071210c,0,0.0,0,1
3904,r071210d,0,0.0,0,1
3905,r071210e,0,0.0,0,2
3906,r071210f,0,0.0,0,1
3907,r071210g,0,0.0,0,1
3908,r071207a,0,0.0,0,2
3909,r071207b,0,0.0,0,1
3910,r071207c,0,0.0,0,1
3911,r071207d,0,0.0,0,1
3912,r071207e,0,0.0,0,5
3913,r071207f,0,0.0,0,1
3914,r071206a,0,0.0,0,1
3915,r071206b,0,0.0,0,2
3916,r071206c,0,0.0,0,1
3917,r071206d,0,0.0,0,1
3918,r071206e,0,0.0,0,1
3919,r071206f,0,0.0,0,1
3920,r071206g,0,0.0,0,3
3921,r071205a,0,0.0,0,1
3922,r071205b,0,0.0,0,2
3923,r071205c,0,0.0,0,1
3924,r071205d,0,0.0,0,1
3925,r071205e,0,0.0,0,1
3926,r071205f,0,0.0,0,2
3927,r071204a,0,0.0,0,1
3928,r071204b,0,0.0,0,3
3929,r071204c,0,0.0,0,1
3930,r071204d,0,0.0,0,2
3931,r071204e,0,0.0,0,2
3932,r071204f,0,0.0,0,1
3933,r071203a,0,0.0,0,2
3934,r071203b,0,0.0,0,2
3935,r071203c,0,0.0,0,3
3936,r071203d,0,0.0,0,1
3937,r071203e,0,0.0,0,4
3938,r071130a,0,0.0,0,1
3939,r071130b,0,0.0,0,2
3940,r071130c,0,0.0,0,2
3941,r071130d,0,0.0,0,1
3942,r071130e,0,0.0,0,1
3943,r071130f,0,0.0,0,3
3944,r071129a,0,0.0,0,1
3945,r071129b,0,0.0,0,2
3946,r071129c,0,0.0,0,3
3947,r071129d,0,0.0,0,2
3948,r071129e,0,0.0,0,1
3949,r071129f,0,0.0,0,2
3950,r071128a,0,0.0,0,3
3951,r071128b,0,0.0,0,1
3952,r071128c,0,0.0,0,2
3953,r071128d,0,0.0,0,2
3954,r071128e,0,0.0,0,2
3955,r071128f,0,0.0,0,2
3956,r071128g,0,0.0,0,1
3957,r071127a,0,0.0,0,1
3958,r071127b,0,0.0,0,2
3959,r071127c,0,0.0,0,1
3960,r071127d,0,0.0,0,2
3961,r071127e,0,0.0,0,1
3962,r071127f,0,0.0,0,2
3963,r071123a,0,0.0,0,2
3964,r071123b,0,0.0,0,1
3965,r071123c,0,0.0,0,1
3966,r071123d,0,0.0,0,1
3967,r071123e,0,0.0,0,1
3968,r071123f,0,0.0,0,2
3969,r071123g,0,0.0,0,2
3970,r071121a,0,0.0,0,1
3971,r071121b,0,0.0,0,2
3972,r071121c,0,0.0,0,1
3973,r071121d,0,0.0,0,2
3974,r071121e,0,0.0,0,3
3975,r071120a,0,0.0,0,2
3976,r071120b,0,0.0,0,2
3977,r071120c,0,0.0,0,2
3978,r071120d,0,0.0,0,2
3979,r071120e,0,0.0,0,1
3980,r071120f,0,0.0,0,2
3981,r071119a,0,0.0,0,2
3982,r071119b,0,0.0,0,1
3983,r071119c,0,0.0,0,1
3984,r071119d,0,0.0,0,1
3985,r071119e,0,0.0,0,2
3986,r071119f,0,0.0,0,3
3987,r071116a,0,0.0,0,2
3988,r071116b,0,0.0,0,2
3989,r071116c,0,0.0,0,3
3990,r071116d,0,0.0,0,1
3991,r071116e,0,0.0,0,1
3992,r071116f,0,0.0,0,2
3993,r071114a,0,0.0,0,2
3994,r071114b,0,0.0,0,2
3995,r071114c,0,0.0,0,1
3996,r071114d,0,0.0,0,1
3997,r071114e,0,0.0,0,2
3998,r071113a,0,0.0,0,2
3999,r071113b,0,0.0,0,2
4000,r071113c,0,0.0,0,2
4001,r071113d,0,0.0,0,2
4002,r071113e,0,0.0,0,2
4003,r071112a,0,0.0,0,2
4004,r071112b,0,0.0,0,1
4005,r071112c,0,0.0,0,1
4006,r071112d,0,0.0,0,2
4007,r071112e,0,0.0,0,2
4008,r071112f,0,0.0,0,3
4009,r071109a,0,0.0,0,1
4010,r071109b,0,0.0,0,2
4011,r071109c,0,0.0,0,1
4012,r071109d,0,0.0,0,1
4013,r071109e,0,0.0,0,1
4014,r071109f,0,0.0,0,2
4015,r071108a,0,0.0,0,2
4016,r071108b,0,0.0,0,2
4017,r071108d,0,0.0,0,2
4018,r071108e,0,0.0,0,2
4019,r071108c,0,0.0,0,1
4020,r071107a,0,0.0,0,2
4021,r071107b,0,0.0,0,1
4022,r071107c,0,0.0,0,3
4023,r071107d,0,0.0,0,1
4024,r071107e,0,0.0,0,1
4025,r071107f,0,0.0,0,2
4026,r071106a,0,0.0,0,2
4027,r071106b,0,0.0,0,3
4028,r071106c,0,0.0,0,3
4029,r071106d,0,0.0,0,1
4030,r071106e,0,0.0,0,1
4031,r071106f,0,0.0,0,1
4032,r071105a,0,0.0,0,1
4033,r071105b,0,0.0,0,2
4034,r071105c,0,0.0,0,3
4035,r071105d,0,0.0,0,1
4036,r071105e,0,0.0,0,3
4037,r071031a,0,0.0,0,2
4038,r071031b,0,0.0,0,1
4039,r071031c,0,0.0,0,1
4040,r071031d,0,0.0,0,3
4041,r071031e,0,0.0,0,2
4042,r071030b,0,0.0,0,1
4043,r071030c,0,0.0,0,2
4044,r071030d,0,0.0,0,1
4045,r071030e,0,0.0,0,1
4046,r071026a,0,0.0,0,1
4047,r071026b,0,0.0,0,2
4048,r071026d,0,0.0,0,1
4049,r071026e,0,0.0,0,1
4050,r071026f,0,0.0,0,2
4051,r071026g,0,0.0,0,2
4052,r071026c,0,0.0,0,1
4053,r071025a,0,0.0,0,2
4054,r071025b,0,0.0,0,1
4055,r071025d,0,0.0,0,2
4056,r071025e,0,0.0,0,1
4057,r071025f,0,0.0,0,1
4058,r071025c,0,0.0,0,2
4059,r071024a,0,0.0,0,2
4060,r071024b,0,0.0,0,2
4061,r071024c,0,0.0,0,2
4062,r071024d,0,0.0,0,3
4063,r071024e,0,0.0,0,2
4064,r071024f,0,0.0,0,1
4065,r071023a,0,0.0,0,3
4066,r071023b,0,0.0,0,2
4067,r071023c,0,0.0,0,2
4068,r071023d,0,0.0,0,2
4069,r071023e,0,0.0,0,3
4070,r071022a,0,0.0,0,4
4071,r071022b,0,0.0,0,1
4072,r071022c,0,0.0,0,1
4073,r071022d,0,0.0,0,1
4074,r071022e,0,0.0,0,1
4075,r071022f,0,0.0,0,1
4076,r071019a,0,0.0,0,2
4077,r071019b,0,0.0,0,2
4078,r071019c,0,0.0,0,1
4079,r071019d,0,0.0,0,1
4080,r071019e,0,0.0,0,1
4081,r071019f,0,0.0,0,2
4082,r071015a,0,0.0,0,1
4083,r071015b,0,0.0,0,2
4084,r071015c,0,0.0,0,3
4085,r071015d,0,0.0,0,1
4086,r071015e,0,0.0,0,2
4087,r071015f,0,0.0,0,3
4088,r071010a,0,0.0,0,2
4089,r071010b,0,0.0,0,2
4090,r071010c,0,0.0,0,2
4091,r071010d,0,0.0,0,1
4092,r071010e,0,0.0,0,1
4093,r071009a,0,0.0,0,2
4094,r071009b,0,0.0,0,2
4095,r071009c,0,0.0,0,2
4096,r071009d,0,0.0,0,2
4097,r071009e,0,0.0,0,1
4098,r071008a,0,0.0,0,3
4099,r071008b,0,0.0,0,2
4100,r071008c,0,0.0,0,2
4101,r071008d,0,0.0,0,1
4102,r071008e,0,0.0,0,2
4103,r071005a,0,0.0,0,1
4104,r071005b,0,0.0,0,2
4105,r071005c,0,0.0,0,1
4106,r071005d,0,0.0,0,2
4107,r071005e,0,0.0,0,2
4108,r071004a,0,0.0,0,1
4109,r071004b,0,0.0,0,1
4110,r071004c,0,0.0,0,1
4111,r071004d,0,0.0,0,2
4112,r071004e,0,0.0,0,1
4113,r071004f,0,0.0,0,1
4114,r071003a,0,0.0,0,1
4115,r071003b,0,0.0,0,1
4116,r071003c,0,0.0,0,2
4117,r071003d,0,0.0,0,2
4118,r071003e,0,0.0,0,1
4119,r071003f,0,0.0,0,2
4120,r071002a,0,0.0,0,2
4121,r071002b,0,0.0,0,1
4122,r071002c,0,0.0,0,3
4123,r071002d,0,0.0,0,1
4124,r071002e,0,0.0,0,2
4125,r071002f,0,0.0,0,3
4126,r071001a,0,0.0,0,4
4127,r071001b,0,0.0,0,2
4128,r071001c,0,0.0,0,2
4129,r071001d,0,0.0,0,1
4130,r071001e,0,0.0,0,1
4131,r071001f,0,0.0,0,1
4132,r070928a,0,0.0,0,5
4133,r070928b,0,0.0,0,3
4134,r070928c,0,0.0,0,2
4135,r070928d,0,0.0,0,1
4136,r070928e,0,0.0,0,2
4137,r070928f,0,0.0,0,2
4138,r070927a,0,0.0,0,1
4139,r070927b,0,0.0,0,2
4140,r070927c,0,0.0,0,1
4141,r070927d,0,0.0,0,1
4142,r070927e,0,0.0,0,3
4143,r070927f,0,0.0,0,1
4144,r070927g,0,0.0,0,1
4145,r070926a,0,0.0,0,2
4146,r070926b,0,0.0,0,1
4147,r070926c,0,0.0,0,1
4148,r070926d,0,0.0,0,2
4149,r070926e,0,0.0,0,1
4150,r070926f,0,0.0,0,3
4151,r070926g,0,0.0,0,2
4152,r070924a,0,0.0,0,1
4153,r070924b,0,0.0,0,1
4154,r070924c,0,0.0,0,2
4155,r070924d,0,0.0,0,2
4156,r070924e,0,0.0,0,1
4157,r070919a,0,0.0,0,1
4158,r070919b,0,0.0,0,3
4159,r070919c,0,0.0,0,4
4160,r070919d,0,0.0,0,1
4161,r070919e,0,0.0,0,1
4162,r070918a,0,0.0,0,1
4163,r070918b,0,0.0,0,2
4164,r070918c,0,0.0,0,2
4165,r070918d,0,0.0,0,1
4166,r070918e,0,0.0,0,1
4167,r070914a,0,0.0,0,2
4168,r070914b,0,0.0,0,2
4169,r070914c,0,0.0,0,1
4170,r070914d,0,0.0,0,3
4171,r070913a,0,0.0,0,5
4172,r070913b,0,0.0,0,2
4173,r070913c,0,0.0,0,3
4174,r070913d,0,0.0,0,2
4175,r070913e,0,0.0,0,1
4176,r070912a,0,0.0,0,2
4177,r070912b,0,0.0,0,1
4178,r070912c,0,0.0,0,1
4179,r070912d,0,0.0,0,3
4180,r070912e,0,0.0,0,2
4181,r070911a,0,0.0,0,3
4182,r070911b,0,0.0,0,2
4183,r070911c,0,0.0,0,2
4184,r070911d,0,0.0,0,2
4185,r070911e,0,0.0,0,2
4186,r070910a,0,0.0,0,1
4187,r070910b,0,0.0,0,2
4188,r070910c,0,0.0,0,1
4189,r070910d,0,0.0,0,2
4190,r070910e,0,0.0,0,3
4191,r070903e,0,0.0,0,2
4192,r070903d,0,0.0,0,2
4193,r070903c,0,0.0,0,1
4194,r070903b,0,0.0,0,1
4195,r070903a,0,0.0,0,3
4196,r070829a,0,0.0,0,7
4197,r070829b,0,0.0,0,1
4198,r070829c,0,0.0,0,2
4199,r070829d,0,0.0,0,2
4200,r070829e,0,0.0,0,1
4201,r070824a,1,1.0,1,1
4202,r070824b,0,0.0,0,1
4203,r070824c,0,0.0,0,1
4204,r070824d,0,0.0,0,1
4205,r070822a,0,0.0,0,2
4206,r070822b,0,0.0,0,3
4207,r070822c,0,0.0,0,2
4208,r070822d,0,0.0,0,1
4209,r070822e,0,0.0,0,1
4210,r070822f,0,0.0,0,3
4211,r070820b,0,0.0,0,1
4212,r070820c,0,0.0,0,1
4213,r070820d,0,0.0,0,1
4214,r070820e,0,0.0,0,2
4215,r070820a,0,0.0,0,2
4216,r070817a,0,0.0,0,1
4217,r070817b,0,0.0,0,1
4218,r070817c,0,0.0,0,1
4219,r070817d,0,0.0,0,1
4220,r070817e,0,0.0,0,1
4221,r070817f,0,0.0,0,1
4222,r070816a,0,0.0,0,1
4223,r070816b,0,0.0,0,2
4224,r070816c,0,0.0,0,1
4225,r070816d,0,0.0,0,2
4226,r070816e,0,0.0,0,2
4227,r070815a,0,0.0,0,1
4228,r070815b,0,0.0,0,1
4229,r070815c,0,0.0,0,1
4230,r070815d,0,0.0,0,1
4231,r070815e,0,0.0,0,2
4232,r070814a,0,0.0,0,1
4233,r070814b,0,0.0,0,2
4234,r070814c,0,0.0,0,1
4235,r070814d,0,0.0,0,1
4236,r070814e,0,0.0,0,2
4237,r070814f,0,0.0,0,3
4238,r070810a,0,0.0,0,1
4239,r070810b,0,0.0,0,2
4240,r070810c,0,0.0,0,2
4241,r070810d,0,0.0,0,2
4242,r070810e,0,0.0,0,1
4243,r070730a,0,0.0,0,2
4244,r070730b,0,0.0,0,2
4245,r070730c,0,0.0,0,1
4246,r070730d,0,0.0,0,1
4247,r070730e,0,0.0,0,1
4248,r070730f,0,0.0,0,1
4249,r070727a,0,0.0,0,2
4250,r070727b,0,0.0,0,3
4251,r070727c,0,0.0,0,3
4252,r070727d,0,0.0,0,1
4253,r070727e,0,0.0,0,2
4254,r070724a,0,0.0,0,2
4255,r070724b,0,0.0,0,1
4256,r070724c,0,0.0,0,2
4257,r070724d,0,0.0,0,1
4258,r070724e,0,0.0,0,1
4259,r070724f,0,0.0,0,2
4260,r070723a,0,0.0,0,2
4261,r070723b,0,0.0,0,2
4262,r070723c,0,0.0,0,3
4263,r070723d,0,0.0,0,1
4264,r070723e,0,0.0,0,1
4265,r070716a,0,0.0,0,1
4266,r070716b,0,0.0,0,1
4267,r070716c,0,0.0,0,1
4268,r070716d,0,0.0,0,1
4269,r070716e,0,0.0,0,2
4270,r070716f,0,0.0,0,3
4271,r070716g,0,0.0,0,1
4272,r070713a,0,0.0,0,1
4273,r070713b,0,0.0,0,4
4274,r070713c,0,0.0,0,2
4275,r070713d,0,0.0,0,1
4276,r070713e,0,0.0,0,2
4277,r070712a,0,0.0,0,3
4278,r070712b,0,0.0,0,1
4279,r070712c,0,0.0,0,1
4280,r070712d,0,0.0,0,1
4281,r070712e,0,0.0,0,1
4282,r070712f,0,0.0,0,1
4283,r070712g,0,0.0,0,2
4284,r070706a,0,0.0,0,1
4285,r070706b,0,0.0,0,1
4286,r070706c,0,0.0,0,1
4287,r070706d,0,0.0,0,1
4288,r070706e,0,0.0,0,1
4289,r070706f,0,0.0,0,2
4290,r070705a,0,0.0,0,1
4291,r070705b,0,0.0,0,1
4292,r070705c,0,0.0,0,1
4293,r070705d,0,0.0,0,2
4294,r070705e,0,0.0,0,3
4295,r070705f,0,0.0,0,2
4296,r070704a,0,0.0,0,1
4297,r070704b,0,0.0,0,3
4298,r070704c,0,0.0,0,2
4299,r070704d,0,0.0,0,1
4300,r070704e,0,0.0,0,1
4301,r070703a,0,0.0,0,1
4302,r070703b,0,0.0,0,1
4303,r070703c,0,0.0,0,2
4304,r070703d,0,0.0,0,2
4305,r070703e,0,0.0,0,1
4306,r070703f,0,0.0,0,1
4307,r070702a,0,0.0,0,2
4308,r070702b,0,0.0,0,1
4309,r070702c,0,0.0,0,1
4310,r070702d,0,0.0,0,2
4311,r070702e,0,0.0,0,1
4312,r070702f,0,0.0,0,1
4313,r070702g,0,0.0,0,2
4314,r070628a,0,0.0,0,2
4315,r070628b,0,0.0,0,1
4316,r070628c,0,0.0,0,1
4317,r070628d,0,0.0,0,2
4318,r070628e,0,0.0,0,1
4319,r070628f,0,0.0,0,2
4320,r070628g,0,0.0,0,1
4321,r070627b,0,0.0,0,2
4322,r070627c,0,0.0,0,2
4323,r070627d,0,0.0,0,3
4324,r070627e,0,0.0,0,2
4325,r070627f,0,0.0,0,2
4326,r070627g,0,0.0,0,1
4327,r070627a,0,0.0,0,2
4328,r070626a,0,0.0,0,1
4329,r070626b,0,0.0,0,1
4330,r070626c,0,0.0,0,2
4331,r070626d,0,0.0,0,1
4332,r070626e,0,0.0,0,2
4333,r070626f,0,0.0,0,2
4334,r070622c,0,0.0,0,1
4335,r070622b,0,0.0,0,2
4336,r070622a,0,0.0,0,2
4337,r070622d,0,0.0,0,2
4338,r070622e,0,0.0,0,2
4339,r070621a,0,0.0,0,3
4340,r070621b,0,0.0,0,2
4341,r070621c,0,0.0,0,2
4342,r070621d,0,0.0,0,1
4343,r070620a,0,0.0,0,2
4344,r070620b,0,0.0,0,1
4345,r070620c,0,0.0,0,1
4346,r070620d,0,0.0,0,3
4347,r070620e,0,0.0,0,3
4348,r070619a,0,0.0,0,2
4349,r070619b,0,0.0,0,1
4350,r070619c,0,0.0,0,5
4351,r070619d,0,0.0,0,1
4352,r070619e,0,0.0,0,3
4353,r070614a,0,0.0,0,2
4354,r070614b,0,0.0,0,2
4355,r070614c,0,0.0,0,3
4356,r070614d,0,0.0,0,2
4357,r070614e,0,0.0,0,3
4358,r070613a,0,0.0,0,1
